Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Point Location,Assessment Class % 1,Assessment Class % 2,Assessment Class % 3,Assessment Class 1,Assessment Class 2,Assessment Class 3
1160050,,8007,163 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,308500,53.51411266998083,-113.60219559538781,POINT (-113.60219559538781 53.51411266998083),100,,,RESIDENTIAL,,
1262799,102,14916,26 STREET NW,N,2280,FRASER,Dene Ward,54000,53.61197346411985,-113.37948128519791,POINT (-113.37948128519791 53.61197346411985),100,,,RESIDENTIAL,,
1065986,,,,N,5480,STRATHCONA,papastew Ward,5500,53.51976066984096,-113.5043862999382,POINT (-113.5043862999382 53.51976066984096),100,,,RESIDENTIAL,,
1154079,,18615,57 AVENUE NW,Y,4220,JAMIESON PLACE,sipiwiyiniwak Ward,366500,53.49238998276438,-113.6454451431482,POINT (-113.6454451431482 53.49238998276438),100,,,RESIDENTIAL,,
1179514,,,,N,5480,STRATHCONA,papastew Ward,7000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1083666,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1160324,,16204,79A AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,381000,53.51311274108145,-113.60164708460661,POINT (-113.60164708460661 53.51311274108145),100,,,RESIDENTIAL,,
1316371,,9602,162 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,301000,53.53328435999081,-113.60137110698666,POINT (-113.60137110698666 53.53328435999081),100,,,RESIDENTIAL,,
1116417,,9821,213 STREET NW,Y,4485,LEWIS FARMS INDUSTRIAL,Nakota Isga Ward,938500,53.53708414832547,-113.68466003846312,POINT (-113.68466003846312 53.53708414832547),100,,,RESIDENTIAL,,
1094887,,273,HEAGLE CRESCENT NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,547000,53.46436521109343,-113.59536642359765,POINT (-113.59536642359765 53.46436521109343),100,,,RESIDENTIAL,,
1053081,,4128,36 STREET NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,324500,53.47780527554112,-113.3961270895247,POINT (-113.3961270895247 53.47780527554112),100,,,RESIDENTIAL,,
1327121,205,13806,24 STREET NW,N,2030,BANNERMAN,Dene Ward,65000,53.60032965434167,-113.38008200076702,POINT (-113.38008200076702 53.60032965434167),100,,,RESIDENTIAL,,
1168780,,8102,168 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,364500,53.515250940565565,-113.61131406471326,POINT (-113.61131406471326 53.515250940565565),100,,,RESIDENTIAL,,
1225994,,16613,91 AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,321000,53.525888496722395,-113.61019342923778,POINT (-113.61019342923778 53.525888496722395),100,,,RESIDENTIAL,,
1016435,,10436,14 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,424000,53.44495977929442,-113.49651713767554,POINT (-113.49651713767554 53.44495977929442),100,,,RESIDENTIAL,,
1028976,4,10415,78 AVENUE NW,N,5330,QUEEN ALEXANDRA,papastew Ward,69500,53.51396841255596,-113.49866661977046,POINT (-113.49866661977046 53.51396841255596),100,,,RESIDENTIAL,,
1203108,,15706,92A AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,324500,53.527741162671134,-113.59291712841205,POINT (-113.59291712841205 53.527741162671134),100,,,RESIDENTIAL,,
1131242,,18915,73 AVENUE NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,349000,53.506897740053745,-113.65083502441476,POINT (-113.65083502441476 53.506897740053745),100,,,RESIDENTIAL,,
1142611,,7003,190 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,355000,53.50391441408003,-113.65106050175012,POINT (-113.65106050175012 53.50391441408003),100,,,RESIDENTIAL,,
1013895,,1223,104 STREET NW,N,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,380000,53.443234319325235,-113.49405011049397,POINT (-113.49405011049397 53.443234319325235),100,,,RESIDENTIAL,,
1243260,131,2204,118 STREET NW,N,5460,SKYRATTLER,Ipiihkoohkanipiaohtsi Ward,167500,53.452861531163755,-113.5330855490615,POINT (-113.5330855490615 53.452861531163755),100,,,RESIDENTIAL,,
1163435,,8211,189A STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,360000,53.51631552569083,-113.64966410943202,POINT (-113.64966410943202 53.51631552569083),100,,,RESIDENTIAL,,
1102169,,7623,154 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,463000,53.51029537293377,-113.58546230509172,POINT (-113.58546230509172 53.51029537293377),100,,,RESIDENTIAL,,
1171487,27,3115,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,198000,53.4628008739653,-113.5375250781339,POINT (-113.5375250781339 53.4628008739653),100,,,RESIDENTIAL,,
1332964,,9942,163 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,256000,53.5386289669754,-113.60324281705617,POINT (-113.60324281705617 53.5386289669754),100,,,RESIDENTIAL,,
1045061,,726,SADDLEBACK ROAD NW,N,5060,BLUE QUILL,Ipiihkoohkanipiaohtsi Ward,233000,53.45479607423237,-113.5266530899039,POINT (-113.5266530899039 53.45479607423237),100,,,RESIDENTIAL,,
1158856,,8004,162 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,436500,53.513947816290475,-113.60155259026561,POINT (-113.60155259026561 53.513947816290475),100,,,RESIDENTIAL,,
1217967,1,16619,83 AVENUE NW,N,4140,ELMWOOD,sipiwiyiniwak Ward,89500,53.516121186889585,-113.60915177979481,POINT (-113.60915177979481 53.516121186889585),100,,,RESIDENTIAL,,
1016534,,10446,14 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,423000,53.4457787874634,-113.49657552792212,POINT (-113.49657552792212 53.4457787874634),100,,,RESIDENTIAL,,
1051895,,119,KIRKWOOD WAY NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,269000,53.482471503719744,-113.39575601286555,POINT (-113.39575601286555 53.482471503719744),100,,,RESIDENTIAL,,
1161843,,8419,189 STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,367500,53.51845409921414,-113.64800475901542,POINT (-113.64800475901542 53.51845409921414),100,,,RESIDENTIAL,,
1180017,,,,N,5480,STRATHCONA,papastew Ward,7000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1127315,,12057,162 AVENUE NW,N,3180,DUNLUCE,Anirniq Ward,164500,53.622074510249355,-113.53232312364881,POINT (-113.53232312364881 53.622074510249355),100,,,RESIDENTIAL,,
1213669,906,8340,JASPER AVENUE NW,N,1070,CROMDALE,Métis Ward,114500,53.55591201019,-113.47031114606736,POINT (-113.47031114606736 53.55591201019),100,,,RESIDENTIAL,,
1084771,302,12121,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,68000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1254291,,9122,154 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,324000,53.52561137864276,-113.5872725849618,POINT (-113.5872725849618 53.52561137864276),100,,,RESIDENTIAL,,
1017607,,617,WOLF WILLOW ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,536500,53.50614985074591,-113.6008573731521,POINT (-113.6008573731521 53.50614985074591),100,,,RESIDENTIAL,,
1185214,,4524,127 AVENUE NW,N,2350,HOMESTEADER,Dene Ward,155000,53.58558464645093,-113.41278110068353,POINT (-113.41278110068353 53.58558464645093),100,,,RESIDENTIAL,,
1136878,,15405,80 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,475500,53.51336322914946,-113.5883098702417,POINT (-113.5883098702417 53.51336322914946),100,,,RESIDENTIAL,,
1120252,,14921,87 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,303500,53.519123155929655,-113.5793484559126,POINT (-113.5793484559126 53.519123155929655),100,,,RESIDENTIAL,,
1186493,,16001,92 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,330000,53.526445091138065,-113.59766863169946,POINT (-113.59766863169946 53.526445091138065),100,,,RESIDENTIAL,,
1107333,,14410,140 STREET NW,N,3340,PEMBINA,Anirniq Ward,1158500,53.606262846696616,-113.56326535748092,POINT (-113.56326535748092 53.606262846696616),100,,,COMMERCIAL,,
1295195,702,12225,STONY PLAIN ROAD NW,N,1150,OLIVER,O-day'min Ward,116500,53.54632952208474,-113.53362754335504,POINT (-113.53362754335504 53.54632952208474),100,,,RESIDENTIAL,,
1113836,,15103,RIO TERRACE DRIVE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,1501000,53.50596628600829,-113.58166533801958,POINT (-113.58166533801958 53.50596628600829),100,,,RESIDENTIAL,,
1243096,,9317,168 STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,348500,53.52959780191791,-113.61212568375049,POINT (-113.61212568375049 53.52959780191791),100,,,RESIDENTIAL,,
1121268,,18708,95A AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,332000,53.53075032793228,-113.64606205907367,POINT (-113.64606205907367 53.53075032793228),100,,,RESIDENTIAL,,
1203785,401,2628,MILL WOODS ROAD EAST NW,N,6770,WEINLOS,Sspomitapi Ward,95000,53.45885364204667,-113.40821799717817,POINT (-113.40821799717817 53.45885364204667),100,,,RESIDENTIAL,,
1019033,,3,WILLOW WAY NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,485500,53.505532793892,-113.60023569893143,POINT (-113.60023569893143 53.505532793892),100,,,RESIDENTIAL,,
1038587,603,8310,JASPER AVENUE NW,N,1070,CROMDALE,Métis Ward,81500,53.55628818315935,-113.46957199212594,POINT (-113.46957199212594 53.55628818315935),100,,,RESIDENTIAL,,
1071083,,107,WINDERMERE DRIVE NW,N,5570,WINDERMERE,pihêsiwin Ward,45500,53.44040615661808,-113.62984219567346,POINT (-113.62984219567346 53.44040615661808),100,,,COMMERCIAL,,
1265677,,9121,150 STREET NW,N,4230,JASPER PARK,sipiwiyiniwak Ward,298500,53.52561252866055,-113.57929311115251,POINT (-113.57929311115251 53.52561252866055),100,,,RESIDENTIAL,,
1313279,304,9917,110 STREET NW,N,1150,OLIVER,O-day'min Ward,116500,53.5379825975964,-113.50973998466505,POINT (-113.50973998466505 53.5379825975964),100,,,RESIDENTIAL,,
1041250,201,11330,108 AVENUE NW,N,1180,QUEEN MARY PARK,O-day'min Ward,110000,53.55324026424178,-113.51710541219413,POINT (-113.51710541219413 53.55324026424178),100,,,RESIDENTIAL,,
1282425,,2436,WHITEMUD DRIVE NW,N,6690,SOUTHEAST INDUSTRIAL,Sspomitapi Ward,122500,53.5011791352183,-113.38128064782478,POINT (-113.38128064782478 53.5011791352183),100,,,COMMERCIAL,,
1313972,,9605,160 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,296000,53.53340240287603,-113.59684814700141,POINT (-113.59684814700141 53.53340240287603),100,,,RESIDENTIAL,,
1102094,,20304,33 STREET NE,N,2690,RURAL NORTH EAST SOUTH STURGEON,Dene Ward,12500,53.66759044447215,-113.29780456752381,POINT (-113.29780456752381 53.66759044447215),100,,,FARMLAND,,
1296037,,9814,151 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,460000,53.536604426638846,-113.58202787197992,POINT (-113.58202787197992 53.536604426638846),100,,,RESIDENTIAL,,
1244094,101,10917,109 STREET NW,N,1030,CENTRAL MCDOUGALL,O-day'min Ward,99500,53.55510492778793,-113.50788396203133,POINT (-113.50788396203133 53.55510492778793),100,,,RESIDENTIAL,,
1089572,,11511,40 AVENUE NW,N,5220,GREENFIELD,papastew Ward,293500,53.47603283160185,-113.53116714475051,POINT (-113.53116714475051 53.47603283160185),100,,,RESIDENTIAL,,
1257252,,125,CENTENNIAL COURT NW,N,4060,BRITANNIA YOUNGSTOWN,Nakota Isga Ward,158000,53.54767180705669,-113.61051384692745,POINT (-113.61051384692745 53.54767180705669),100,,,RESIDENTIAL,,
1098391,,17739,92 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,405000,53.64037995248707,-113.4808934042871,POINT (-113.4808934042871 53.64037995248707),100,,,RESIDENTIAL,,
1248111,24,3111,142 AVENUE NW,N,2320,HAIRSINE,Dene Ward,115000,53.60579806740863,-113.3888382362595,POINT (-113.3888382362595 53.60579806740863),100,,,RESIDENTIAL,,
1284256,304,9816,112 STREET NW,N,1150,OLIVER,O-day'min Ward,198500,53.53612037305204,-113.51449232375236,POINT (-113.51449232375236 53.53612037305204),100,,,RESIDENTIAL,,
1213016,1601,11826,100 AVENUE NW,N,1150,OLIVER,O-day'min Ward,874500,53.53994990978465,-113.52629261997346,POINT (-113.52629261997346 53.53994990978465),100,,,RESIDENTIAL,,
1248244,37,3111,142 AVENUE NW,N,2320,HAIRSINE,Dene Ward,129500,53.60579806740863,-113.3888382362595,POINT (-113.3888382362595 53.60579806740863),100,,,RESIDENTIAL,,
1290345,303,17128,63 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,113000,53.498984120984986,-113.61930247333459,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1067883,,10150,41 AVENUE SW,N,6214,ELLERSLIE INDUSTRIAL,Karhiio Ward,36246500,53.39961646831122,-113.49803589842553,POINT (-113.49803589842553 53.39961646831122),100,,,COMMERCIAL,,
1309681,,9415,150 STREET NW,N,4500,SHERWOOD,sipiwiyiniwak Ward,288500,53.530403531874754,-113.57929951138418,POINT (-113.57929951138418 53.530403531874754),100,,,RESIDENTIAL,,
1288687,,9245,154 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,286500,53.52807776218606,-113.5863250892965,POINT (-113.5863250892965 53.52807776218606),100,,,RESIDENTIAL,,
1040203,,2126,52 STREET NW,N,6460,MEYOKUMIN,Karhiio Ward,279500,53.45293636510234,-113.42188387021316,POINT (-113.42188387021316 53.45293636510234),100,,,RESIDENTIAL,,
1184332,,15710,90 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,325000,53.525232646764124,-113.59316650125025,POINT (-113.59316650125025 53.525232646764124),100,,,RESIDENTIAL,,
1168889,,242,HEATH ROAD NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,544000,53.465543319295804,-113.59883368557901,POINT (-113.59883368557901 53.465543319295804),100,,,RESIDENTIAL,,
1008655,,10460,180 STREET NW,N,4340,MORIN INDUSTRIAL,Nakota Isga Ward,2035500,53.54763419227371,-113.63462064644357,POINT (-113.63462064644357 53.54763419227371),100,,,COMMERCIAL,,
1312081,,3576,42 STREET NW,N,6530,MINCHAU,Sspomitapi Ward,167000,53.46633026354483,-113.40715554075486,POINT (-113.40715554075486 53.46633026354483),100,,,RESIDENTIAL,,
1220730,,16812,94 AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,335500,53.53094748012561,-113.61389906602132,POINT (-113.61389906602132 53.53094748012561),100,,,RESIDENTIAL,,
1223791,4,11111,26 AVENUE NW,N,5060,BLUE QUILL,Ipiihkoohkanipiaohtsi Ward,222000,53.458207330135366,-113.51777707261711,POINT (-113.51777707261711 53.458207330135366),100,,,RESIDENTIAL,,
1301076,,9345,151 STREET NW,N,4500,SHERWOOD,sipiwiyiniwak Ward,2016500,53.52981458457852,-113.58105561138541,POINT (-113.58105561138541 53.52981458457852),100,,,OTHER RESIDENTIAL,,
1214550,,,,N,1070,CROMDALE,Métis Ward,8000,53.55591201019,-113.47031114606736,POINT (-113.47031114606736 53.55591201019),100,,,RESIDENTIAL,,
1052455,,3620,44 AVENUE NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,286500,53.4827297597428,-113.39925983969162,POINT (-113.39925983969162 53.4827297597428),100,,,RESIDENTIAL,,
1354133,417,10511,19 AVENUE NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,91500,53.447659200085596,-113.50190409199921,POINT (-113.50190409199921 53.447659200085596),100,,,RESIDENTIAL,,
1126259,,8117,150 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,351000,53.5142110945822,-113.58078813783928,POINT (-113.58078813783928 53.5142110945822),100,,,RESIDENTIAL,,
1127364,,207,LYNNWOOD WAY NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,516000,53.51472359894469,-113.58199632574815,POINT (-113.58199632574815 53.51472359894469),100,,,RESIDENTIAL,,
1041607,6,14816,45 AVENUE NW,N,5340,RAMSAY HEIGHTS,pihêsiwin Ward,273000,53.48391462034924,-113.57703133208653,POINT (-113.57703133208653 53.48391462034924),100,,,RESIDENTIAL,,
1181577,,9104,156 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,352500,53.52502373378962,-113.59093454613982,POINT (-113.59093454613982 53.52502373378962),100,,,RESIDENTIAL,,
1065887,202,10611,84 AVENUE NW,N,5480,STRATHCONA,papastew Ward,225500,53.51976066984096,-113.5043862999382,POINT (-113.5043862999382 53.51976066984096),100,,,RESIDENTIAL,,
1308741,F,2908,116A AVENUE NW,N,2660,RUNDLE HEIGHTS,Métis Ward,78500,53.56948140863039,-113.38808091818993,POINT (-113.38808091818993 53.56948140863039),100,,,RESIDENTIAL,,
1174309,,8104,190 STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,429500,53.51462541887691,-113.65150555511573,POINT (-113.65150555511573 53.51462541887691),100,,,RESIDENTIAL,,
1036300,,18024,96 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,379500,53.64232060752085,-113.49042868985322,POINT (-113.49042868985322 53.64232060752085),100,,,RESIDENTIAL,,
1111277,,9203,199 STREET NW,N,4011,ANTHONY HENDAY,Nakota Isga Ward,306000,53.52760915690705,-113.65754746818764,POINT (-113.65754746818764 53.52760915690705),100,,,RESIDENTIAL,,
1269422,,8921,151 STREET NW,N,4230,JASPER PARK,sipiwiyiniwak Ward,283500,53.52198139809453,-113.581058379296,POINT (-113.581058379296 53.52198139809453),100,,,RESIDENTIAL,,
1214287,,,,N,1070,CROMDALE,Métis Ward,8000,53.55591201019,-113.47031114606736,POINT (-113.47031114606736 53.55591201019),100,,,RESIDENTIAL,,
1208347,,7328,183B STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,292000,53.508173482937316,-113.64088331338709,POINT (-113.64088331338709 53.508173482937316),100,,,RESIDENTIAL,,
1316785,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540144793026066,-113.52725484458843,POINT (-113.52725484458843 53.540144793026066),100,,,RESIDENTIAL,,
1328509,201,1415,LAKEWOOD ROAD WEST NW,N,6750,TIPASKAN,Karhiio Ward,80000,53.459615025790406,-113.46047676059418,POINT (-113.46047676059418 53.459615025790406),100,,,RESIDENTIAL,,
1173251,,17447,92 AVENUE NW,N,4520,SUMMERLEA,sipiwiyiniwak Ward,203000,53.526961387626166,-113.62135154104847,POINT (-113.62135154104847 53.526961387626166),100,,,RESIDENTIAL,,
1038264,101,8310,JASPER AVENUE NW,N,1070,CROMDALE,Métis Ward,91000,53.55628818315935,-113.46957199212594,POINT (-113.46957199212594 53.55628818315935),100,,,RESIDENTIAL,,
1237718,,16515,93 AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,331000,53.52872156188156,-113.60844306705991,POINT (-113.60844306705991 53.52872156188156),100,,,RESIDENTIAL,,
1224849,,2036,108 STREET NW,Y,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,361000,53.45164872625315,-113.50519935926896,POINT (-113.50519935926896 53.45164872625315),100,,,RESIDENTIAL,,
1339548,,16430,95 AVENUE NW,N,4180,GLENWOOD,Nakota Isga Ward,2857000,53.532123648062715,-113.60599131988667,POINT (-113.60599131988667 53.532123648062715),100,,,OTHER RESIDENTIAL,,
1309368,612,2908,116A AVENUE NW,N,2660,RUNDLE HEIGHTS,Métis Ward,88500,53.56948140863039,-113.38808091818993,POINT (-113.38808091818993 53.56948140863039),100,,,RESIDENTIAL,,
1022334,,19,WOLF WILLOW POINT NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,1118000,53.50097171226044,-113.59488838317388,POINT (-113.59488838317388 53.50097171226044),100,,,RESIDENTIAL,,
1157080,,16100,82 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,321500,53.516182918432065,-113.59933172371794,POINT (-113.59933172371794 53.516182918432065),100,,,RESIDENTIAL,,
1328350,103,1415,LAKEWOOD ROAD WEST NW,N,6750,TIPASKAN,Karhiio Ward,79000,53.459615025790406,-113.46047676059418,POINT (-113.46047676059418 53.459615025790406),100,,,RESIDENTIAL,,
1129931,,7610,188 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,323500,53.51025923425436,-113.64763341751713,POINT (-113.64763341751713 53.51025923425436),100,,,RESIDENTIAL,,
1235795,12,17409,95 STREET NW,N,2450,LAGO LINDO,tastawiyiniwak Ward,165500,53.63696952074368,-113.48700761232222,POINT (-113.48700761232222 53.63696952074368),100,,,RESIDENTIAL,,
1031046,,3329,138 AVENUE NW,N,2320,HAIRSINE,Dene Ward,160000,53.60004586685922,-113.39262285310896,POINT (-113.39262285310896 53.60004586685922),100,,,RESIDENTIAL,,
1299205,,320,LAGO LINDO CRESCENT NW,N,2450,LAGO LINDO,tastawiyiniwak Ward,311000,53.63181369647506,-113.48953802765642,POINT (-113.48953802765642 53.63181369647506),100,,,RESIDENTIAL,,
1028802,45,10453,20 AVENUE NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,182500,53.44972172727261,-113.49848762659067,POINT (-113.49848762659067 53.44972172727261),100,,,RESIDENTIAL,,
1294438,35,14620,26 STREET NW,N,2280,FRASER,Dene Ward,147500,53.61091518216906,-113.38007816065196,POINT (-113.38007816065196 53.61091518216906),100,,,RESIDENTIAL,,
1089408,,16115,78 AVENUE NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,494000,53.510113767586,-113.60110078263725,POINT (-113.60110078263725 53.510113767586),100,,,RESIDENTIAL,,
1329440,307,9816,156 STREET NW,N,4180,GLENWOOD,Nakota Isga Ward,70500,53.5366931094185,-113.59085100674228,POINT (-113.59085100674228 53.5366931094185),100,,,RESIDENTIAL,,
1169374,,249,HEATH ROAD NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,528500,53.464886202168344,-113.59886521098713,POINT (-113.59886521098713 53.464886202168344),100,,,RESIDENTIAL,,
1129394,,7351,188 STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,319000,53.50854812621598,-113.6482435341624,POINT (-113.6482435341624 53.50854812621598),100,,,RESIDENTIAL,,
1314558,203,10011,123 STREET NW,N,1150,OLIVER,O-day'min Ward,144500,53.54094873521212,-113.53361896801161,POINT (-113.53361896801161 53.54094873521212),100,,,RESIDENTIAL,,
1263805,201,14908,26 STREET NW,N,2280,FRASER,Dene Ward,59000,53.61197346411985,-113.37948128519791,POINT (-113.37948128519791 53.61197346411985),100,,,RESIDENTIAL,,
1276732,,111,CASTLE KEEP NW,Y,3040,BEAUMARIS,tastawiyiniwak Ward,547000,53.61815215185181,-113.51013391166093,POINT (-113.51013391166093 53.61815215185181),100,,,RESIDENTIAL,,
1015015,,10444,16 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,389000,53.446533847069475,-113.49651230728459,POINT (-113.49651230728459 53.446533847069475),100,,,RESIDENTIAL,,
1161595,,8608,188 STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,405500,53.52003209622734,-113.64792924566625,POINT (-113.64792924566625 53.52003209622734),100,,,RESIDENTIAL,,
1294172,15,14620,26 STREET NW,N,2280,FRASER,Dene Ward,155000,53.61091518216906,-113.38007816065196,POINT (-113.38007816065196 53.61091518216906),100,,,RESIDENTIAL,,
1135821,,15227,79A AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,371500,53.51251876279207,-113.58722431052398,POINT (-113.58722431052398 53.51251876279207),100,,,RESIDENTIAL,,
1155712,,12218,77 STREET NW,N,1130,ELMWOOD PARK,Métis Ward,212000,53.57735036230404,-113.460509344291,POINT (-113.460509344291 53.57735036230404),100,,,RESIDENTIAL,,
1129584,,8209,154 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,404500,53.51582749959047,-113.5859736341809,POINT (-113.5859736341809 53.51582749959047),100,,,RESIDENTIAL,,
1210434,,3650,99 STREET NW,N,6700,STRATHCONA INDUSTRIAL PARK,Karhiio Ward,0,53.470512607092516,-113.48695021273998,POINT (-113.48695021273998 53.470512607092516),100,,,COMMERCIAL,,
1275874,,9306,155 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,289500,53.5285962840584,-113.58906386665672,POINT (-113.58906386665672 53.5285962840584),100,,,RESIDENTIAL,,
1047349,,6715,152B AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,333500,53.61429635689592,-113.44434887163993,POINT (-113.44434887163993 53.61429635689592),100,,,RESIDENTIAL,,
1258607,,163,CENTENNIAL COURT NW,N,4060,BRITANNIA YOUNGSTOWN,Nakota Isga Ward,158000,53.54767180705669,-113.61051384692745,POINT (-113.61051384692745 53.54767180705669),100,,,RESIDENTIAL,,
1015486,,534,WOLF WILLOW ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,675500,53.50750203275048,-113.60799641701529,POINT (-113.60799641701529 53.50750203275048),100,,,RESIDENTIAL,,
1163963,,18915,83 AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,422000,53.51652548152961,-113.65088918439945,POINT (-113.65088918439945 53.51652548152961),100,,,RESIDENTIAL,,
1328632,300,1415,LAKEWOOD ROAD WEST NW,N,6750,TIPASKAN,Karhiio Ward,152000,53.459615025790406,-113.46047676059418,POINT (-113.46047676059418 53.459615025790406),100,,,RESIDENTIAL,,
1018290,,76,WILLOW WAY NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,436000,53.50371969225249,-113.60144934965926,POINT (-113.60144934965926 53.50371969225249),100,,,RESIDENTIAL,,
1162221,,18924,86 AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,355500,53.5201494556783,-113.65024308846496,POINT (-113.65024308846496 53.5201494556783),100,,,RESIDENTIAL,,
1171685,7,3115,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,198000,53.4628008739653,-113.5375250781339,POINT (-113.5375250781339 53.4628008739653),100,,,RESIDENTIAL,,
1308600,,9635,150 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,371500,53.53405008540952,-113.57929274338315,POINT (-113.57929274338315 53.53405008540952),100,,,RESIDENTIAL,,
1063296,,,,N,5200,GARNEAU,papastew Ward,5500,53.519372127196945,-113.51860032581321,POINT (-113.51860032581321 53.519372127196945),100,,,RESIDENTIAL,,
1317114,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540144793026066,-113.52725484458843,POINT (-113.52725484458843 53.540144793026066),100,,,RESIDENTIAL,,
1278753,,9442,153 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,259000,53.53119704632358,-113.58554825452435,POINT (-113.58554825452435 53.53119704632358),100,,,RESIDENTIAL,,
